,Количество лайков,Количество треков,Количество альбомов,Жанры,Страница Википедии
Jeff Buckley,8423,141,5,"['rock', 'pop', 'alternative']",http://en.wikipedia.org/wiki/Jeff Buckley
a‐ha,121637,170,23,"['pop', 'rock']",http://en.wikipedia.org/wiki/A-ha
Duran Duran,38705,272,44,"['pop', 'rock', 'alternative']",http://en.wikipedia.org/wiki/Duran Duran
A Perfect Circle,31879,65,10,['alternative'],http://en.wikipedia.org/wiki/A Perfect Circle
The Jimi Hendrix Experience,43147,131,1,"['hardrock', 'rock']",
James Brown,382419,2293,378,"['rnb', 'jazz', 'soul']",http://en.wikipedia.org/wiki/James Brown
Garbage,29568,183,9,"['rock', 'alternative']",http://en.wikipedia.org/wiki/Garbage (band)
Wolfgang Amadeus Mozart,1938271,147436,9414,[],
Lifehouse,11052,105,12,"['pop', 'rock', 'indie']",http://en.wikipedia.org/wiki/Lifehouse (band)
Lykke Li,50106,92,17,['pop'],http://en.wikipedia.org/wiki/Lykke Li
Santana,10974,743,67,"['rock', 'pop', 'latinfolk']",http://en.wikipedia.org/wiki/Santana (band)
J. Cole,31403,205,26,"['rap', 'rnb', 'pop']",http://en.wikipedia.org/wiki/J. Cole
Tool,460060,63,0,['prog'],http://en.wikipedia.org/wiki/Tool (band)
Tyga,886436,521,128,['foreignrap'],http://en.wikipedia.org/wiki/Tyga
Young Jeezy,38351,865,58,['foreignrap'],http://en.wikipedia.org/wiki/Jeezy
B.o.B,13244,556,58,"['rap', 'pop', 'dance']",http://en.wikipedia.org/wiki/B.o.B
Pantera,82264,94,19,['thrashmetal'],http://en.wikipedia.org/wiki/Pantera
Bloodhound Gang,302782,80,14,['rock'],http://en.wikipedia.org/wiki/Bloodhound Gang
Jefferson Airplane,75350,225,30,"['rock', 'rnr']",http://en.wikipedia.org/wiki/Jefferson Airplane
Avicii,648233,232,54,['edmgenre'],http://en.wikipedia.org/wiki/Avicii
Enrique Iglesias,585554,241,39,"['pop', 'latinfolk', 'dance']",http://en.wikipedia.org/wiki/Enrique Iglesias
deadmau5,30759,379,82,['edmgenre'],http://en.wikipedia.org/wiki/Deadmau5
Stone Sour,185575,110,11,['alternativemetal'],http://en.wikipedia.org/wiki/Stone Sour
Johann Sebastian Bach,1929403,230273,11205,[],
Lou Reed,6469,433,44,"['rock', 'alternative', 'pop']",http://en.wikipedia.org/wiki/Lou Reed
Crystal Castles,481479,43,5,"['electronics', 'experimental']",http://en.wikipedia.org/wiki/Crystal Castles
Aphex Twin,27168,33,2,['idmgenre'],http://en.wikipedia.org/wiki/Aphex Twin
Ice Cube,76215,313,23,['rap'],http://en.wikipedia.org/wiki/Ice Cube
Skrillex,1069045,214,41,['edmgenre'],http://en.wikipedia.org/wiki/Skrillex
Miles Davis,80784,5503,969,['bebopgenre'],http://en.wikipedia.org/wiki/Miles Davis
The Decemberists,2437,164,23,['indie'],http://en.wikipedia.org/wiki/The Decemberists
Staind,18491,77,10,['alternativemetal'],http://en.wikipedia.org/wiki/Staind
Taio Cruz,15278,92,26,"['pop', 'dance', 'rap']",http://en.wikipedia.org/wiki/Taio Cruz
Iggy Pop,34674,587,89,['rock'],http://en.wikipedia.org/wiki/Iggy Pop
Fabolous,6050,451,53,"['rap', 'rnb', 'foreignrap']",http://en.wikipedia.org/wiki/Fabolous
The Jackson 5,34439,316,40,"['rnb', 'pop', 'soul']",http://en.wikipedia.org/wiki/The Jackson 5
Wolfmother,10702,69,14,['hardrock'],http://en.wikipedia.org/wiki/Wolfmother
Metric,14308,91,21,['indie'],http://en.wikipedia.org/wiki/Metric (band)
Nat King Cole,526449,5237,829,['vocaljazz'],http://en.wikipedia.org/wiki/Nat King Cole
Bonobo,31594,151,30,['lounge'],http://en.wikipedia.org/wiki/Bonobo (musician)
George Michael,63684,136,8,"['pop', 'classical', 'films']",http://en.wikipedia.org/wiki/George Michael
Yellowcard,32616,130,20,"['alternative', 'rock', 'pop']",http://en.wikipedia.org/wiki/Yellowcard
Cyndi Lauper,18805,200,20,"['pop', 'rock', 'rnb']",http://en.wikipedia.org/wiki/Cyndi Lauper
Godsmack,341046,95,14,['alternativemetal'],http://en.wikipedia.org/wiki/Godsmack
Electric Light Orchestra,71459,275,15,"['rock', 'pop', 'prog']",http://en.wikipedia.org/wiki/Electric Light Orchestra
The Hives,5721,81,16,"['rock', 'alternative', 'pop']",http://en.wikipedia.org/wiki/The Hives
Tears for Fears,12892,132,11,['rock'],http://en.wikipedia.org/wiki/Tears for Fears
Eurythmics,33860,190,3,"['pop', 'dance', 'rock']",http://en.wikipedia.org/wiki/Eurythmics
Kendrick Lamar,628402,244,36,['foreignrap'],http://en.wikipedia.org/wiki/Kendrick Lamar
Cypress Hill,35957,233,7,['rap'],http://en.wikipedia.org/wiki/Cypress Hill
Hot Chip,4092,182,36,"['electronics', 'alternative', 'dance']",http://en.wikipedia.org/wiki/Hot Chip
The Ting Tings,2531,37,6,"['pop', 'indie', 'alternative']",http://en.wikipedia.org/wiki/The Ting Tings
PJ Harvey,11004,168,32,['rock'],http://en.wikipedia.org/wiki/PJ Harvey
R. Kelly,35315,398,7,"['rnb', 'rap', 'pop']",http://en.wikipedia.org/wiki/R. Kelly
Thievery Corporation,12608,172,21,['lounge'],http://en.wikipedia.org/wiki/Thievery Corporation
Foals,64827,142,25,['indie'],http://en.wikipedia.org/wiki/Foals (band)
Zero 7,5838,127,29,['triphopgenre'],http://en.wikipedia.org/wiki/Zero 7
Tom Waits,270979,507,34,['blues'],http://en.wikipedia.org/wiki/Tom Waits
DMX,289765,317,31,['rap'],http://en.wikipedia.org/wiki/DMX
Razorlight,1364,58,11,"['rock', 'foreignbard']",http://en.wikipedia.org/wiki/Razorlight
Plain White T’s,2823,108,11,['punk'],http://en.wikipedia.org/wiki/Plain White T's
Broken Social Scene,1254,111,11,"['alternative', 'indie', 'pop']",http://en.wikipedia.org/wiki/Broken Social Scene
Jessie J,31327,124,25,"['pop', 'rnb', 'holiday']",http://en.wikipedia.org/wiki/Jessie J
James Morrison,4513,102,16,"['pop', 'rock', 'foreignbard']",http://en.wikipedia.org/wiki/James Morrison (singer)
Big Sean,51136,295,48,"['rap', 'rnb', 'foreignrap']",http://en.wikipedia.org/wiki/Big Sean
Bee Gees,49554,418,54,"['pop', 'rock', 'foreignbard']",http://en.wikipedia.org/wiki/Bee Gees
Chuck Berry,836000,1107,336,"['rock', 'rnr', 'jazz']",http://en.wikipedia.org/wiki/Chuck Berry
Toto,146688,122,35,['rusrap'],http://en.wikipedia.org/wiki/Toto (band)
Hans Zimmer,66026,2484,291,[],
Imogen Heap,1774,132,13,"['pop', 'indie', 'electronics']",http://en.wikipedia.org/wiki/Imogen Heap
ZZ Top,187578,187,25,['hardrock'],http://en.wikipedia.org/wiki/ZZ Top
Nick Drake,5283,73,7,['folkrock'],http://en.wikipedia.org/wiki/Nick Drake
Colbie Caillat,1548,112,17,"['pop', 'holiday', 'foreignbard']",http://en.wikipedia.org/wiki/Colbie Caillat
Otis Redding,12275,285,54,"['rnb', 'pop', 'soul']",http://en.wikipedia.org/wiki/Otis Redding
Backstreet Boys,42516,121,3,"['pop', 'dance', 'holiday']",http://en.wikipedia.org/wiki/Backstreet Boys
Megadeth,109632,220,27,['thrashmetal'],http://en.wikipedia.org/wiki/Megadeth
Wale,9634,554,85,"['rap', 'rnb', 'pop']",http://en.wikipedia.org/wiki/Wale (rapper)
Leonard Cohen,37457,202,8,['rock'],http://en.wikipedia.org/wiki/Leonard Cohen
Janis Joplin,16459,162,14,"['rock', 'blues', 'pop']",http://en.wikipedia.org/wiki/Janis Joplin
Natasha Bedingfield,1834,92,9,"['pop', 'dance', 'rap']",http://en.wikipedia.org/wiki/Natasha Bedingfield
TV on the Radio,10147,79,15,['indie'],http://en.wikipedia.org/wiki/TV on the Radio
Owl City,8453,116,25,['indie'],http://en.wikipedia.org/wiki/Owl City
Sarah McLachlan,1236,161,7,"['pop', 'dance', 'newage']",http://en.wikipedia.org/wiki/Sarah McLachlan
Klaxons,20042,40,7,"['indie', 'electronics', 'estrada']",http://en.wikipedia.org/wiki/Klaxons
Groove Armada,7847,232,44,"['electronics', 'house', 'dance']",http://en.wikipedia.org/wiki/Groove Armada
The Roots,8796,282,25,['rap'],http://en.wikipedia.org/wiki/The Roots
Creed,5509390,112,62,['ruspop'],http://en.wikipedia.org/wiki/Egor Kreed
Sean Paul,498975,512,97,"['dance', 'reggae', 'pop']",http://en.wikipedia.org/wiki/Sean Paul
Duffy,3483,25,4,['pop'],http://en.wikipedia.org/wiki/Duffy (singer)
Billy Talent,146401,80,17,['rock'],http://en.wikipedia.org/wiki/Billy Talent
Trey Songz,17911,395,46,"['rnb', 'rap', 'pop']",http://en.wikipedia.org/wiki/Trey Songz
Sara Bareilles,1485,156,5,"['pop', 'soundtrack', 'films']",http://en.wikipedia.org/wiki/Sara Bareilles
Grizzly Bear,3453,32,1,"['indie', 'alternative', 'rock']",http://en.wikipedia.org/wiki/Grizzly Bear (band)
Céline Dion,70721,379,3,"['pop', 'soundtrack', 'classical']",http://en.wikipedia.org/wiki/Celine Dion
Matchbox Twenty,1819,64,9,"['rock', 'alternative', 'pop']",http://en.wikipedia.org/wiki/Matchbox Twenty
Dave Matthews Band,954,7,1,['rap'],http://en.wikipedia.org/wiki/Dave Matthews Band
Faithless,13083,163,15,['electronics'],http://en.wikipedia.org/wiki/Faithless
Alice Cooper,62371,500,57,"['hardrock', 'rock', 'metal']",http://en.wikipedia.org/wiki/Alice Cooper
P.O.D.,126286,135,13,['numetal'],http://en.wikipedia.org/wiki/P.O.D.
Slayer,99797,153,19,['thrashmetal'],http://en.wikipedia.org/wiki/Slayer
N*E*R*D,3445,89,13,"['rock', 'rap', 'pop']",http://en.wikipedia.org/wiki/N.E.R.D.
Fiona Apple,4121,84,2,"['rock', 'indie', 'pop']",http://en.wikipedia.org/wiki/Fiona Apple
Beirut,6813,92,8,['indie'],http://en.wikipedia.org/wiki/Beirut (band)
Gotye,8826,43,4,"['rock', 'pop', 'alternative']",http://en.wikipedia.org/wiki/Gotye
Yann Tiersen,118435,170,14,"['alternative', 'rock', 'pop']",http://en.wikipedia.org/wiki/Yann Tiersen
Nightwish,560110,147,30,['epicmetal'],http://en.wikipedia.org/wiki/Nightwish
Lostprophets,7976,13,0,['alternative'],http://en.wikipedia.org/wiki/Lostprophets
Judas Priest,94385,209,5,['classicmetal'],http://en.wikipedia.org/wiki/Judas Priest
Busta Rhymes,79634,561,51,"['rap', 'foreignrap', 'electronics']",http://en.wikipedia.org/wiki/Busta Rhymes
Kings of Convenience,10024,68,9,['indie'],http://en.wikipedia.org/wiki/Kings of Convenience
Cold War Kids,4931,88,17,['indie'],http://en.wikipedia.org/wiki/Cold War Kids
Pendulum,692683,69,16,['dnb'],http://en.wikipedia.org/wiki/Pendulum (drum and bass band)
Rod Stewart,21109,638,56,"['rock', 'pop', 'folk']",http://en.wikipedia.org/wiki/Rod Stewart
Drowning Pool,195067,96,10,['numetal'],http://en.wikipedia.org/wiki/Drowning Pool
The Knife,7174,25,4,['electronics'],http://en.wikipedia.org/wiki/The Knife
La Roux,5737,51,12,"['pop', 'alternative', 'electronics']",http://en.wikipedia.org/wiki/La Roux
Common,3089,337,41,"['rap', 'rnb', 'pop']",http://en.wikipedia.org/wiki/Common (rapper)
The Libertines,10294,73,15,"['alternative', 'rock', 'punk']",http://en.wikipedia.org/wiki/The Libertines
The Animals,332153,288,27,"['rock', 'pop', 'alternative']",http://en.wikipedia.org/wiki/The Animals
Paul Simon,2206,368,17,"['rock', 'country', 'pop']",http://en.wikipedia.org/wiki/Paul Simon
Ben Harper,573,216,40,"['pop', 'rock', 'alternative']",http://en.wikipedia.org/wiki/Ben Harper
Tegan and Sara,3306,201,28,['indie'],http://en.wikipedia.org/wiki/Tegan and Sara
Boards of Canada,7712,24,3,['idmgenre'],http://en.wikipedia.org/wiki/Boards of Canada
A Tribe Called Quest,8684,122,0,"['rap', 'foreignrap']",http://en.wikipedia.org/wiki/A Tribe Called Quest
Wilco,1969,272,23,"['rock', 'alternative', 'indie']",http://en.wikipedia.org/wiki/Wilco
Enya,70993,156,28,['newage'],http://en.wikipedia.org/wiki/Enya
Cat Stevens,3775,141,18,"['pop', 'rock', 'folk']",http://en.wikipedia.org/wiki/Cat Stevens
Empire of the Sun,14414,86,11,['electronics'],http://en.wikipedia.org/wiki/Empire of the Sun (band)
Genesis,35023,315,31,"['rock', 'prog', 'folk']",http://en.wikipedia.org/wiki/Genesis (band)
AFI,17147,171,16,"['alternative', 'punk', 'rock']",http://en.wikipedia.org/wiki/AFI (band)
Mary J. Blige,24123,428,45,"['rnb', 'pop', 'rap']",http://en.wikipedia.org/wiki/Mary J. Blige
Mogwai,101192,95,12,"['postrock', 'electronics', 'trance']",http://en.wikipedia.org/wiki/Mogwai
KT Tunstall,2227,172,39,['indie'],http://en.wikipedia.org/wiki/KT Tunstall
Foreigner,29302,127,37,"['rock', 'hardrock', 'pop']",http://en.wikipedia.org/wiki/Foreigner (band)
Al Green,24939,239,27,"['rnb', 'soul']",http://en.wikipedia.org/wiki/Al Green
Animal Collective,1768,187,31,"['alternative', 'rock', 'electronics']",http://en.wikipedia.org/wiki/Animal Collective
George Harrison,31786,228,17,"['rock', 'pop']",http://en.wikipedia.org/wiki/George Harrison
DJ Shadow,8525,185,25,['triphopgenre'],http://en.wikipedia.org/wiki/DJ Shadow
Demi Lovato,160564,190,37,['pop'],http://en.wikipedia.org/wiki/Demi Lovato
Nick Cave & The Bad Seeds,27339,233,28,"['rock', 'alternative', 'indie']",http://en.wikipedia.org/wiki/Nick Cave
Tori Amos,7284,388,26,"['rock', 'pop', 'foreignbard']",http://en.wikipedia.org/wiki/Tori Amos
Boston,5559,63,5,"['hardrock', 'rock']",http://en.wikipedia.org/wiki/Boston (band)
Janet Jackson,7693,241,38,"['pop', 'rnb', 'electronics']",http://en.wikipedia.org/wiki/Janet Jackson
Kelis,1813,193,28,"['pop', 'dance', 'electronics']",http://en.wikipedia.org/wiki/Kelis
Morcheeba,41901,135,31,['triphopgenre'],http://en.wikipedia.org/wiki/Morcheeba
Hall & Oates,2624,385,35,"['pop', 'rock', 'electronics']",http://en.wikipedia.org/wiki/Hall & Oates
The Weeknd,2870647,194,33,"['rnb', 'rap', 'pop']",http://en.wikipedia.org/wiki/The Weeknd
Dean Martin,268712,3191,581,['vocaljazz'],http://en.wikipedia.org/wiki/Dean Martin
LMFAO,22863,109,9,['edmgenre'],http://en.wikipedia.org/wiki/LMFAO
Gucci Mane,63957,2988,295,[],http://en.wikipedia.org/wiki/Gucci Mane
Rob Zombie,539434,158,16,['industrial'],http://en.wikipedia.org/wiki/Rob Zombie
OK Go,6318,71,18,"['pop', 'rock', 'alternative']",http://en.wikipedia.org/wiki/OK Go
The Raconteurs,10154,28,0,"['alternative', 'rock']",http://en.wikipedia.org/wiki/The Raconteurs
The Temptations,13271,716,103,"['rnb', 'pop', 'soul']",http://en.wikipedia.org/wiki/The Temptations
Sade,144013,82,2,"['pop', 'relax', 'rnb']",http://en.wikipedia.org/wiki/Sade (singer)
Sheryl Crow,3051,351,32,"['pop', 'rock', 'foreignbard']",http://en.wikipedia.org/wiki/Sheryl Crow
Taking Back Sunday,4082,117,16,"['alternative', 'rock']",http://en.wikipedia.org/wiki/Taking Back Sunday
Lorde,133465,63,14,['pop'],http://en.wikipedia.org/wiki/Lorde
Robyn,4117,192,38,"['pop', 'electronics', 'dance']",http://en.wikipedia.org/wiki/Robyn
Pharrell Williams,244371,263,18,"['rap', 'pop', 'films']",http://en.wikipedia.org/wiki/Pharrell Williams
Billy Idol,46020,203,28,"['rock', 'holiday']",http://en.wikipedia.org/wiki/Billy Idol
Black Rebel Motorcycle Club,16174,68,8,"['rock', 'pop', 'alternative']",http://en.wikipedia.org/wiki/Black Rebel Motorcycle Club
Faith No More,10092,131,14,['rock'],http://en.wikipedia.org/wiki/Faith No More
fun.,13031,30,5,"['alternative', 'rock']",http://en.wikipedia.org/wiki/Fun (band)
The Used,18398,146,28,['posthardcore'],http://en.wikipedia.org/wiki/The Used
Of Monsters and Men,50732,51,8,['indie'],http://en.wikipedia.org/wiki/Of Monsters and Men
The Temper Trap,3921,54,17,"['rock', 'alternative', 'dance']",http://en.wikipedia.org/wiki/The Temper Trap
Fryderyk Chopin,1319642,61122,4766,[],
Fort Minor,28219,21,5,"['rap', 'foreignrap', 'alternative']",http://en.wikipedia.org/wiki/Fort Minor
Peter Bjorn and John,2268,92,12,"['indie', 'pop', 'alternative']",http://en.wikipedia.org/wiki/Peter Bjorn and John
Spice Girls,7243,84,19,['pop'],http://en.wikipedia.org/wiki/Spice Girls
We Are Scientists,4151,159,35,['indie'],http://en.wikipedia.org/wiki/We Are Scientists
Sean Kingston,3523,244,91,[],http://en.wikipedia.org/wiki/Sean Kingston
Major Lazer,83732,200,44,"['electronics', 'dance', 'rap']",http://en.wikipedia.org/wiki/Major Lazer
Brand New,3394,73,10,"['alternative', 'rock', 'punk']",http://en.wikipedia.org/wiki/Brand New (band)
All Time Low,34515,83,25,"['alternative', 'pop', 'rock']",http://en.wikipedia.org/wiki/All Time Low
Wham!,23475,44,1,"['pop', 'estrada', 'films']",http://en.wikipedia.org/wiki/Wham!
Kate Nash,2392,81,19,"['pop', 'alternative', 'indie']",http://en.wikipedia.org/wiki/Kate Nash
MARINA,79477,121,26,"['pop', 'dance', 'alternative']",http://en.wikipedia.org/wiki/Marina Diamandis
Morrissey,8021,217,29,"['indie', 'rock', 'alternative']",http://en.wikipedia.org/wiki/Morrissey
Cage the Elephant,41431,66,5,['indie'],http://en.wikipedia.org/wiki/Cage the Elephant
Pet Shop Boys,37035,521,74,"['pop', 'electronics', 'dance']",http://en.wikipedia.org/wiki/Pet Shop Boys
Gym Class Heroes,26261,70,9,['rap'],http://en.wikipedia.org/wiki/Gym Class Heroes
Bill Withers,80388,70,3,"['pop', 'rnb', 'dance']",http://en.wikipedia.org/wiki/Bill Withers
Fugees,3927,68,1,['foreignrap'],http://en.wikipedia.org/wiki/Fugees
Apocalyptica,248231,90,17,['alternativemetal'],http://en.wikipedia.org/wiki/Apocalyptica
Missy Elliott,17258,272,27,"['rap', 'rnb', 'pop']",http://en.wikipedia.org/wiki/Missy Elliott
Supertramp,12602,98,15,"['rock', 'prog', 'alternative']",http://en.wikipedia.org/wiki/Supertramp
Skillet,1806388,162,22,"['alternative', 'rock', 'hardrock']",http://en.wikipedia.org/wiki/Skillet (band)
D12,33785,102,12,"['rap', 'foreignbard', 'reggae']",
Dashboard Confessional,829,122,27,"['alternative', 'rock', 'indie']",http://en.wikipedia.org/wiki/Dashboard Confessional
Smash Mouth,21007,95,12,"['rock', 'alternative', 'pop']",http://en.wikipedia.org/wiki/Smash Mouth
Bush,5146,134,13,"['rock', 'alternative', 'soundtrack']",
Andrew Bird,2684,298,34,['indie'],http://en.wikipedia.org/wiki/Andrew Bird
Beach House,7283,71,10,['indie'],http://en.wikipedia.org/wiki/Beach House
A Day to Remember,223103,107,12,['posthardcore'],http://en.wikipedia.org/wiki/A Day to Remember
Killswitch Engage,26557,110,9,['metalcoregenre'],http://en.wikipedia.org/wiki/Killswitch Engage
Frank Ocean,91781,64,6,['rnb'],http://en.wikipedia.org/wiki/Frank Ocean
Billie Holiday,54592,4367,769,['vocaljazz'],http://en.wikipedia.org/wiki/Billie Holiday
John Williams,10736,1499,72,"['films', 'classical', 'soundtrack']",http://en.wikipedia.org/wiki/John Williams
Mark Ronson,5772,126,9,"['pop', 'dance', 'rap']",http://en.wikipedia.org/wiki/Mark Ronson
Ryan Adams,2563,396,55,['rock'],http://en.wikipedia.org/wiki/Ryan Adams
Explosions in the Sky,29515,86,12,['postrock'],http://en.wikipedia.org/wiki/Explosions in the Sky
"Earth, Wind & Fire",122049,312,15,"['rnb', 'funk', 'soul']","http://en.wikipedia.org/wiki/Earth, Wind & Fire"
Keri Hilson,30977,83,12,"['pop', 'foreignrap', 'rap']",http://en.wikipedia.org/wiki/Keri Hilson
Natalie Imbruglia,4846,82,3,"['pop', 'rock']",http://en.wikipedia.org/wiki/Natalie Imbruglia
In Flames,100495,191,20,['alternativemetal'],http://en.wikipedia.org/wiki/In Flames
Corinne Bailey Rae,4887,73,17,"['pop', 'rnb', 'rap']",http://en.wikipedia.org/wiki/Corinne Bailey Rae
The Wombats,7626,132,20,['indie'],http://en.wikipedia.org/wiki/The Wombats
The Stone Roses,5787,54,4,['rock'],http://en.wikipedia.org/wiki/The Stone Roses
Swedish House Mafia,56417,36,11,['edmgenre'],http://en.wikipedia.org/wiki/Swedish House Mafia
Basement Jaxx,4149,212,36,"['electronics', 'house', 'dance']",http://en.wikipedia.org/wiki/Basement Jaxx
Daughtry,30972,93,5,"['rock', 'pop', 'alternative']",http://en.wikipedia.org/wiki/Daughtry (band)
The Dandy Warhols,1899,151,25,['alternative'],http://en.wikipedia.org/wiki/The Dandy Warhols
Bat for Lashes,5603,71,17,['indie'],http://en.wikipedia.org/wiki/Bat for Lashes
Third Eye Blind,1785,113,18,"['rock', 'alternative']",http://en.wikipedia.org/wiki/Third Eye Blind
TLC,16774,119,7,"['rnb', 'soul', 'pop']",http://en.wikipedia.org/wiki/TLC (group)
Kansas,287798,153,10,"['rock', 'prog', 'hardrock']",http://en.wikipedia.org/wiki/Kansas (band)
The Bravery,1708,36,5,['rock'],http://en.wikipedia.org/wiki/The Bravery
Tom Petty and the Heartbreakers,3858,350,34,"['rock', 'rnr', 'pop']",http://en.wikipedia.org/wiki/Tom Petty and the Heartbreakers
Sex Pistols,47792,165,18,"['punk', 'rock']",http://en.wikipedia.org/wiki/Sex Pistols
Shinedown,71739,109,28,['alternativemetal'],http://en.wikipedia.org/wiki/Shinedown
White Lies,16259,61,13,"['alternative', 'rock']",http://en.wikipedia.org/wiki/White Lies (band)
DJ Khaled,18671,275,25,"['rap', 'foreignrap', 'pop']",http://en.wikipedia.org/wiki/DJ Khaled
Kate Bush,9705,60,6,"['pop', 'relax']",http://en.wikipedia.org/wiki/Kate Bush
